serno,qa1,qa2,qa3,qa4,qa5a,qa5b,qa5c,qa6,qa7a,qa7b,qa7c,qa7d,qa7e,qa8a,qa8b,qa8c,qa8d,qa8e,qa8f,qa8g,qa8h,qa9a,qa9b,qa9c,qa9d,qa9e,qa9f,qb2a,qb2b,qb3,qb4,qb6a,qb6b,qb6c,qb6d,qb7a,qb7b,qb7c,qb8,qc1a,qc1b,qc1c,qc1d,qc2a,qc2b,qc2c,qc2d,qc2e,qc2f,qc3,qd1,qd3,qd4,qd5a,qd5b,qd5c,qe1,qe2,qe3,qe11,qe13,qe14,qe15
1003005,5,1,,48,3,3,3,2,1,1,1,1,1,2,2,2,3,3,2,2,2,4,4,4,4,4,4,2,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,2,,,,1,8,2,13,1,2,1
1003005,5,1,38,75,1,2,2,2,1,1,1,1,1,2,2,2,3,3,3,2,2,5,5,3,5,4,5,1,5,5,3,3,3,3,2,2,2,2,1,1,1,1,1,2,2,2,3,2,1,2,3,,2,,,,1,6,2,14,1,2,1
1003005,4,1,40,44,2,3,2,3,1,1,1,1,1,2,2,2,3,2,3,2,2,4,5,4,5,1,5,5,5,1,3,1,2,2,1,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,,,,,,2,7,2,8,2,2,1
1003005,4,1,37,47,1,2,2,2,1,1,1,1,1,2,2,2,2,2,3,2,2,3,5,4,5,5,5,2,4,4,3,2,3,2,2,2,1,2,2,2,2,1,1,3,2,3,4,2,2,2,3,,2,,,,1,5,2,7,3,3,1
1003005,5,1,40,45,2,2,4,2,1,2,1,1,2,2,2,2,2,2,2,3,2,4,5,3,3,4,5,4,4,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,,,,,,1,5,2,14,8,4,1
1003007,3,1,38,38,4,5,2,3,4,3,2,2,4,2,2,3,2,2,2,2,2,4,4,5,5,5,5,2,2,3,2,3,2,2,2,3,2,3,3,3,2,2,2,2,2,2,3,4,3,3,1,3,1,3,3,3,1,6,3,,,,
1003007,2,1,38,39,1,1,4,2,3,2,4,4,4,3,3,4,3,3,5,4,3,2,3,3,3,3,3,1,3,3,2,3,3,3,4,5,4,5,4,3,4,5,4,2,3,3,3,3,4,3,1,,1,3,4,5,1,7,2,8,1,1,1
1003007,3,1,38,40,3,2,3,3,2,2,4,4,4,4,3,3,2,3,3,2,3,3,3,5,4,5,4,2,4,3,2,4,4,3,4,4,4,,3,2,3,4,4,4,3,3,4,3,4,4,2,,1,5,,5,1,6,2,10,1,1,1
1003007,4,1,38,38,1,2,2,4,4,4,4,4,4,3,2,3,2,3,4,2,2,4,2,3,3,3,3,2,4,3,2,2,2,2,3,2,2,4,4,4,2,2,3,2,2,2,2,3,2,2,1,,1,3,3,3,1,7,2,10,1,1,1
1003007,5,1,38,38,1,1,2,3,1,1,1,1,1,2,4,3,2,3,4,3,2,3,3,3,3,3,3,4,5,3,2,4,4,4,4,4,3,4,4,3,3,2,2,3,3,3,4,4,3,3,1,3,1,4,4,4,1,7,2,10,1,1,1
1003007,3,1,38,45,1,4,3,4,1,1,1,1,1,1,1,1,1,1,3,2,1,4,5,5,5,5,5,2,5,3,3,1,1,1,2,1,1,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,7,2,10,1,2,1
1003007,5,1,38,38,2,3,3,2,4,2,1,1,4,2,1,2,2,2,3,3,2,3,5,5,5,5,5,3,5,4,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,7,2,11,1,2,1
1003007,5,1,38,45,1,2,2,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,4,4,3,3,5,2,3,2,1,3,3,3,4,3,2,3,3,2,2,2,2,2,1,2,1,3,2,3,2,1,1,3,3,3,1,6,2,10,3,2,1
1003007,3,1,44,44,2,4,,2,1,4,4,1,1,4,2,4,4,4,5,4,4,2,3,3,3,3,3,2,4,2,5,2,2,3,4,4,4,4,4,3,,2,3,2,4,4,4,4,4,3,1,3,1,4,4,4,2,7,3,9,13,2,1
1003007,4,1,38,38,1,3,3,3,,,,,,3,,,2,3,4,,3,3,4,3,4,4,4,3,4,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,,,,,,1,6,3,9,14,2,1
1003007,3,1,38,46,1,1,5,4,4,1,1,1,1,3,3,3,2,5,5,5,5,1,1,1,1,1,1,5,5,1,4,5,5,5,5,5,5,5,5,,,,,,5,5,5,5,5,5,1,2,1,3,3,3,1,,2,11,12,4,5
1003011,1,1,35,40,1,2,3,2,2,4,2,2,2,2,2,3,2,2,4,2,2,2,4,3,4,2,4,2,4,5,4,2,2,2,2,2,2,3,2,2,2,1,2,2,3,2,2,2,2,2,3,3,1,3,3,3,1,5,2,9,1,1,1
1003011,3,1,35,38,2,2,3,2,2,4,1,2,1,2,2,2,5,3,4,3,3,3,4,4,4,5,4,4,4,4,3,3,4,3,,2,2,3,2,2,2,3,4,4,3,3,2,3,4,4,3,3,1,,2,,1,4,1,10,1,1,1
1003011,5,1,35,38,2,2,2,2,2,2,2,2,3,3,4,3,3,3,4,3,2,3,5,3,3,4,4,4,4,1,3,4,4,4,4,4,4,4,3,4,3,2,2,4,3,4,3,2,4,3,2,,1,4,3,4,2,7,3,10,1,1,1
1003011,3,1,35,40,2,2,3,2,1,2,1,2,2,2,2,2,2,2,3,3,2,4,4,5,3,4,5,4,5,1,3,2,2,2,3,2,2,,2,2,2,2,2,2,2,2,3,3,2,2,3,,1,,,,1,4,2,11,1,1,1
1003011,5,1,35,38,3,1,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,3,4,4,4,4,4,4,3,6,3,1,1,1,2,1,1,3,3,2,3,3,3,3,2,2,2,2,2,2,3,,1,,,,1,6,2,11,1,1,1
1003011,4,1,,40,3,3,1,3,3,3,2,3,1,4,3,3,2,3,2,1,3,3,5,3,4,3,5,1,1,4,2,2,2,2,3,3,3,3,3,4,3,3,3,2,2,2,1,3,2,1,1,,1,3,3,3,1,7,2,13,1,1,1
1003011,3,1,35,55,2,2,3,2,1,1,1,1,1,2,2,2,3,3,3,3,3,3,5,4,5,4,5,3,4,1,3,3,3,3,2,4,4,4,2,3,4,3,4,4,4,4,2,3,3,3,1,3,1,2,2,3,1,6,1,14,1,1,1
1003011,3,1,35,40,1,2,1,4,1,2,1,1,1,2,1,2,3,2,3,1,2,3,5,3,5,4,5,1,4,4,2,3,3,3,3,2,3,3,1,2,2,2,2,2,2,2,2,2,3,2,3,2,1,,2,,1,5,2,14,1,1,1
1003011,5,1,35,45,4,2,5,1,1,1,1,1,1,2,2,2,5,5,5,5,2,3,4,4,4,4,4,1,5,1,3,2,4,3,2,2,4,3,5,2,2,1,2,5,5,5,2,5,3,3,1,3,1,2,2,2,1,7,2,14,1,1,1
1003011,5,1,35,45,2,1,3,2,1,1,1,1,1,2,1,2,4,2,3,3,2,2,4,3,3,4,5,4,4,1,3,2,2,2,3,3,2,3,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,,,,1,2,1
1003011,4,1,21,21,2,2,4,1,2,3,2,2,1,2,3,4,4,4,2,4,2,3,4,4,4,3,3,4,3,4,2,2,4,5,2,2,4,5,4,2,4,3,3,3,2,2,1,2,4,2,2,1,1,2,3,4,2,6,2,9,1,2,1
1003011,4,1,35,35,3,4,,2,2,4,1,2,2,2,2,2,3,3,2,2,1,5,5,5,5,5,5,4,4,1,2,2,2,2,2,2,2,,2,2,3,2,2,4,2,2,2,2,2,2,3,1,,,,,2,5,2,11,1,2,1
1003011,5,1,35,36,1,3,1,3,1,3,2,1,2,1,1,1,2,1,3,1,1,4,5,5,4,5,5,2,5,3,3,2,1,1,2,1,1,2,2,5,3,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,7,2,11,1,2,1
1003011,5,1,35,40,1,1,2,1,1,1,1,2,1,3,3,3,3,3,4,3,3,2,3,2,3,2,4,3,3,1,3,4,4,3,4,4,4,4,3,1,3,3,3,3,4,4,3,3,3,3,1,,,,,,2,7,3,11,1,2,1
1003011,4,1,38,45,2,3,3,2,3,3,1,1,1,3,4,3,2,4,3,4,3,3,4,4,4,3,4,3,5,4,1,2,3,2,2,2,3,,3,2,2,3,3,4,3,3,2,2,3,2,3,3,1,,,,1,6,2,13,1,2,1
1003011,5,1,35,35,2,4,2,2,1,2,1,1,1,2,1,1,3,2,2,2,1,4,4,3,5,5,5,2,4,5,2,1,3,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,1,6,2,13,1,2,1
1003011,5,1,35,45,1,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,3,4,3,4,4,4,2,4,2,2,2,2,4,2,2,4,4,2,1,2,1,2,3,2,2,2,2,4,2,1,3,1,2,2,,2,6,2,13,1,2,1
1003011,5,1,35,55,1,3,2,3,1,1,1,1,2,2,2,1,2,2,2,2,2,4,5,5,4,5,5,3,4,4,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,3,1,5,2,14,1,2,1
1003011,5,1,35,40,2,3,3,2,2,2,2,1,1,2,2,2,2,2,2,3,3,4,5,4,5,5,5,5,5,4,3,2,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,7,2,14,1,2,1
1003015,5,1,28,32,2,4,3,4,1,1,1,1,1,1,2,2,2,2,3,3,2,4,5,5,5,5,5,4,4,2,3,2,4,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3,2,2,1,3,1,2,2,2,2,7,2,8,11,1,1
1003015,4,1,35,35,3,3,4,3,4,3,3,2,4,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,1,3,4,4,3,,4,4,,3,3,3,4,4,4,4,4,3,3,4,3,3,,1,2,3,3,2,7,3,6,1,2,1
1003015,4,1,40,40,2,3,2,4,1,1,1,1,4,1,2,2,2,2,2,2,1,3,4,4,4,3,5,4,4,5,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,10,1,2,1
1003015,5,1,39,39,1,,2,3,4,1,2,2,4,1,2,2,2,3,4,2,2,3,4,3,5,5,5,2,4,3,3,3,3,3,,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,7,2,10,1,2,1
1003015,4,1,39,52,2,2,3,4,1,1,1,1,1,2,3,4,1,4,3,4,2,4,5,4,5,5,5,1,4,3,3,4,4,2,3,4,4,4,4,2,2,2,4,4,1,2,2,4,2,2,1,1,1,1,2,1,1,5,2,11,1,2,1
1003015,4,1,45,57,2,1,3,3,3,3,1,2,2,2,2,2,4,4,5,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,2,2,3,2,2,3,3,3,3,3,3,4,1,1,1,2,2,4,1,7,2,11,1,2,1
1003015,5,1,40,40,2,3,4,3,3,3,3,1,1,3,3,3,4,4,4,5,2,2,2,2,2,2,2,3,1,1,2,5,5,5,1,5,5,5,5,2,2,1,1,3,4,4,3,4,4,3,1,3,1,2,2,2,2,6,2,10,14,2,1
1003015,4,1,5,5,1,3,1,4,3,1,3,3,1,1,1,3,1,3,2,1,1,3,4,4,4,4,4,3,1,3,2,2,2,2,3,2,2,2,3,3,2,2,1,3,2,2,4,2,3,2,1,3,1,2,2,1,2,5,1,1,1,1,3
1003016,1,1,19,21,2,4,3,2,3,2,2,2,4,3,2,3,2,3,2,2,2,4,5,5,5,4,5,4,4,3,3,3,3,3,3,5,4,5,3,2,3,3,3,4,4,4,3,3,3,3,2,1,1,2,2,1,2,5,2,,,,
1003016,3,1,41,41,2,4,3,3,3,3,3,3,3,2,3,3,2,4,4,4,3,3,4,4,5,4,4,4,4,4,3,2,2,2,2,2,3,4,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,2,2,3,1,7,2,10,1,1,1
1003016,5,1,40,50,1,3,2,2,1,1,1,1,4,3,1,1,2,2,2,2,2,5,5,5,5,5,3,1,4,5,1,3,,3,3,3,4,4,3,2,2,3,2,4,4,3,3,3,2,3,1,1,1,1,2,3,1,5,1,13,1,1,1
1003016,2,1,41,41,3,3,4,3,3,3,3,2,2,4,4,3,2,3,2,4,3,5,5,5,5,5,3,3,5,3,3,3,3,3,3,,,,3,2,,2,3,3,4,3,3,3,4,3,1,1,1,2,3,3,1,4,2,10,1,2,1
1003016,4,1,41,41,3,3,3,4,2,2,2,2,4,3,2,3,2,3,3,3,2,3,4,4,3,4,4,2,4,1,2,4,3,3,4,4,4,4,3,2,3,2,2,4,3,3,3,4,4,3,1,3,2,,,,2,7,3,10,1,2,1
1003016,3,1,40,0,1,1,3,3,4,2,4,3,4,3,3,3,4,4,5,3,3,2,5,4,2,3,3,1,3,4,2,5,5,5,4,3,2,3,3,2,2,4,3,2,2,3,4,4,4,2,1,3,1,3,2,4,1,5,1,12,1,2,1
1003016,3,1,40,40,1,2,1,4,1,1,1,2,2,1,1,2,2,2,2,1,2,5,5,5,5,5,5,2,4,4,3,2,2,2,,2,2,,3,2,2,2,2,2,2,2,2,2,2,2,1,,1,2,2,,2,6,2,12,1,2,1
1003016,4,1,40,40,4,4,2,3,3,4,3,1,3,3,4,3,4,4,2,2,3,3,4,4,4,4,4,4,4,2,1,4,4,3,4,4,4,4,4,2,2,2,2,5,4,4,3,4,3,3,1,1,1,2,4,4,2,6,2,12,1,2,1
1003016,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,4,4,3,5,5,5,4,2,2,2,2,4,4,4,4,4,4,4,1,2,1,2,2,2,1,7,2,12,1,2,1
1003016,4,1,40,40,1,1,4,3,2,2,2,2,4,5,4,4,5,5,5,5,4,2,1,4,4,4,3,2,2,2,1,3,5,4,5,5,5,5,4,2,2,1,3,5,4,4,2,4,4,3,3,3,1,,,,1,6,3,12,1,2,1
1003016,5,1,41,9,1,1,1,1,4,3,3,4,4,3,3,4,4,4,5,2,3,1,1,1,1,1,1,2,4,3,2,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,4,5,4,1,1,1,4,5,3,2,5,2,13,1,1,5
1003017,1,1,48,48,2,4,2,2,1,1,1,1,2,2,2,2,3,2,3,2,2,3,5,4,5,4,5,3,5,2,2,2,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,2,3,,2,,,,2,7,2,10,3,2,1
1003018,3,1,40,44,2,1,4,2,1,1,1,1,1,4,2,4,5,5,3,4,3,2,4,2,5,1,5,1,4,1,4,2,5,,5,5,4,5,3,1,2,4,2,4,5,5,4,5,3,2,3,,2,,,,1,4,1,8,,1,
1003018,3,1,48,45,1,2,,2,2,2,2,1,4,2,2,3,4,4,4,2,1,2,3,3,5,5,4,2,3,3,2,2,3,3,4,3,3,3,3,2,2,2,4,3,2,3,2,4,3,3,3,,2,,,,1,4,1,9,1,1,1
1003018,3,1,38,45,3,2,2,2,2,2,1,1,2,3,2,2,4,4,4,2,3,3,4,4,5,5,5,4,4,1,2,3,3,3,2,3,3,4,3,2,2,2,3,3,2,3,3,4,2,3,3,,,,,,1,5,2,10,1,1,1
1003018,4,1,12,24,2,3,4,2,4,4,4,3,4,2,3,3,2,4,3,4,3,4,4,4,5,4,5,3,5,3,1,2,2,2,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,,,,,2,7,1,4,1,2,1
1003018,5,1,16,18,2,2,4,4,4,3,3,3,4,4,3,4,4,4,3,4,4,2,2,2,2,2,2,3,3,2,2,3,3,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,1,,2,,,,2,5,2,4,1,2,1
1003018,5,1,22,27,2,2,4,2,4,3,3,2,2,3,4,4,3,3,3,4,3,2,4,4,3,5,3,3,4,2,2,4,4,4,5,5,5,5,4,3,3,3,3,4,5,3,5,4,3,4,1,,2,,,,2,7,2,6,1,2,1
1003018,5,1,36,36,4,3,4,3,2,2,2,2,2,2,2,2,4,4,3,4,2,4,5,4,5,5,5,4,4,1,5,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,4,3,3,1,,1,2,2,2,1,8,2,10,1,2,1
1003018,3,1,40,48,1,1,2,2,2,2,2,2,1,1,2,2,3,2,4,2,2,4,5,4,5,5,4,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,3,3,2,,,,1,4,1,11,1,2,1
1003018,2,1,45,60,1,3,1,3,1,1,1,1,1,1,1,1,1,3,3,1,3,3,5,3,3,4,3,3,5,3,2,2,2,2,2,3,3,2,1,1,1,2,1,1,1,2,3,2,3,2,3,3,1,2,2,,1,5,2,11,1,2,1
1003018,1,1,12,12,2,3,1,3,3,3,3,2,2,1,1,3,2,3,2,1,1,3,5,4,5,5,5,4,4,6,3,1,1,1,1,2,1,,3,2,3,2,1,2,2,2,,3,2,3,2,,,,,,2,7,2,3,6,2,1
1003018,3,1,16,30,2,1,4,2,4,2,2,1,4,1,1,4,2,2,2,4,2,4,5,4,5,5,5,1,5,4,3,3,2,2,,3,3,3,4,1,2,1,1,1,3,2,4,1,1,2,3,,1,,,,2,6,3,5,7,2,1
1003018,5,1,48,50,1,1,5,1,3,3,2,3,4,3,4,4,1,3,5,5,4,1,2,1,3,1,3,1,5,2,1,4,5,5,5,5,5,5,5,1,3,3,1,5,5,5,5,3,5,5,3,,4,,,,2,7,1,9,13,1,5
1003020,3,1,37,60,1,1,3,3,1,1,1,1,1,2,2,2,5,5,2,4,1,3,4,4,4,4,4,2,4,4,4,2,2,4,2,3,4,4,4,2,2,2,3,3,2,3,2,3,2,3,2,1,1,2,2,3,2,7,2,,,,
1003020,3,1,37,40,2,3,5,2,2,2,2,2,3,2,2,3,4,4,3,4,3,4,3,3,4,4,5,4,4,3,3,3,4,3,3,3,4,5,4,2,2,3,3,4,3,4,2,4,3,4,1,2,1,1,4,4,1,7,2,13,1,1,1
1003020,3,1,36,42,1,1,3,3,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,4,3,3,4,1,5,4,3,2,2,2,2,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,1,1,3,3,3,3,2,7,2,13,1,1,1
1003020,3,1,36,42,2,3,5,3,3,2,2,1,2,2,3,4,4,3,5,5,3,3,3,2,4,3,4,3,4,4,2,4,4,3,3,4,4,4,4,2,2,3,3,3,2,4,2,2,4,3,1,,1,2,4,3,2,7,3,13,1,1,1
1003020,3,1,36,45,1,2,5,1,3,2,2,2,2,4,4,4,4,3,3,4,4,2,2,2,2,2,3,3,5,5,5,3,3,4,3,5,5,5,4,1,3,3,3,4,3,3,2,2,5,3,1,1,1,2,4,4,2,7,2,14,1,1,1
1003020,4,1,25,25,2,3,,4,2,1,1,2,4,2,4,3,4,4,4,4,2,4,5,4,4,5,5,4,4,2,2,2,2,3,3,4,4,4,4,2,2,2,2,3,3,3,2,4,3,3,3,,4,,,,2,9,2,5,1,2,1
1003020,4,1,20,24,1,2,4,2,2,4,3,2,2,2,2,3,3,3,4,4,2,3,3,3,3,3,3,2,2,4,3,2,3,3,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,1,3,,,,,2,7,2,9,1,2,1
1003020,4,1,14,21,2,2,4,4,2,2,2,1,2,2,2,2,3,3,2,3,1,4,5,5,5,4,5,2,4,5,3,2,3,2,2,3,,,3,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,7,2,9,1,2,1
1003020,5,1,36,41,2,1,4,2,1,1,1,1,1,2,2,2,3,3,4,4,2,3,4,3,4,3,4,2,2,4,3,2,2,2,2,3,4,4,3,2,2,2,2,3,2,2,2,2,2,2,1,1,,,,,2,6,2,12,1,2,1
1003020,3,1,36,52,1,1,3,2,1,2,1,1,1,2,1,2,2,1,1,2,2,3,5,4,4,5,5,4,5,4,3,2,2,3,2,3,3,3,2,2,2,1,2,2,2,2,3,2,2,2,1,1,1,2,2,2,2,7,2,14,1,2,1
1003020,4,1,36,50,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,3,4,3,5,3,5,3,3,4,3,3,3,2,3,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,1,,2,,,,2,6,2,13,1,2,5
1003021,3,1,40,60,1,1,4,5,1,1,1,1,1,2,1,1,2,1,4,4,1,3,4,3,4,4,3,1,3,4,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,,,,1,7,2,6,1,1,1
1003021,3,1,40,40,2,4,2,4,1,1,1,1,3,1,1,1,2,1,2,2,1,4,5,5,5,4,5,4,4,,3,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,3,2,,,,2,7,3,12,2,1,1
1003021,1,1,0,0,3,2,,3,,,,,,2,2,3,1,2,2,2,2,4,5,4,5,5,5,5,5,5,3,3,,2,,2,,,3,3,2,2,2,3,2,3,1,1,3,2,2,,,,,,2,8,2,1,1,2,1
1003021,2,2,,,4,5,2,3,2,2,1,1,4,1,1,2,1,1,1,2,1,5,5,5,5,5,5,5,5,4,3,1,1,1,2,1,1,,2,1,2,1,1,1,1,1,1,1,1,1,3,,,,,,2,9,2,2,1,2,1
1003021,5,1,24,24,2,2,4,4,1,1,1,1,3,2,2,2,2,2,3,3,2,4,5,4,5,4,5,4,4,4,3,1,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,2,2,1,2,,2,,,,2,6,2,6,1,2,1
1003021,3,1,36,38,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,5,4,5,3,4,5,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,3,2,6,2,6,1,2,1
1003021,5,1,24,24,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,2,2,4,5,5,5,5,5,4,4,3,3,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,6,2,7,1,2,1
1003021,2,1,12,16,3,3,3,3,2,2,1,1,1,2,1,2,2,1,2,3,2,5,5,5,5,5,5,4,4,4,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,,3,,,,2,8,2,7,1,2,1
1003021,5,1,34,42,2,3,,3,2,2,2,2,3,2,1,2,2,2,3,,2,2,3,1,2,2,4,4,4,5,3,2,3,3,2,3,3,3,3,1,1,2,2,3,3,3,3,2,3,3,2,3,3,,,,2,5,1,10,1,2,1
1003021,2,2,10,10,2,4,5,3,2,3,3,2,3,1,2,3,1,1,4,4,2,3,4,4,4,3,5,4,4,4,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,2,5,2,2,13,2,1
1004001,3,1,37,,2,5,1,2,3,3,3,3,4,3,3,3,2,3,2,2,3,,,,,3,,1,4,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,,4,2,2,2,1,5,1,,,,
1004001,2,1,22,0,3,4,3,3,2,2,2,1,4,4,4,4,3,4,3,3,3,3,5,3,3,4,4,4,4,4,4,2,2,2,3,1,2,2,3,4,3,3,3,2,2,2,4,3,2,2,3,2,1,2,2,2,2,4,2,,,,
1004001,1,1,42,61,2,3,2,3,3,3,2,2,4,3,5,5,4,5,5,2,5,1,1,4,1,3,4,1,4,5,2,1,2,2,,4,5,5,5,3,5,2,3,3,3,2,5,4,3,3,3,,,,,,1,6,2,8,1,1,1
1004001,3,1,38,38,3,4,2,3,2,2,2,2,3,2,2,2,1,2,3,2,2,5,5,5,5,5,5,4,4,6,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,,1,2,2,2,1,5,2,9,1,1,1
1004001,4,1,37,8,2,3,2,2,1,2,1,1,2,2,2,1,5,4,3,2,2,5,5,5,5,5,5,4,4,3,3,2,2,3,3,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,,,,1,5,2,13,1,1,1
1004001,5,1,38,45,3,4,2,3,1,1,1,1,1,2,2,2,3,2,3,2,2,4,5,5,5,5,5,3,5,1,3,2,2,2,2,2,2,2,1,2,1,1,3,2,2,2,2,2,2,1,3,3,1,2,2,3,1,5,2,14,1,1,1
1004001,5,1,40,6,1,2,5,4,4,4,4,4,3,4,5,5,3,5,5,4,5,3,2,4,2,3,2,1,2,3,1,5,4,1,4,5,5,5,5,5,5,5,5,1,5,4,4,5,4,4,2,2,3,4,5,5,1,7,2,7,1,2,1
1004001,4,1,37,37,1,2,2,3,1,1,1,1,4,3,2,3,5,5,4,2,3,3,2,2,2,2,2,3,3,2,3,2,2,2,2,4,4,4,4,3,2,3,4,5,5,5,5,5,5,5,3,2,2,,,,2,5,2,9,1,2,1
1004001,5,1,38,40,2,1,1,2,2,3,3,4,3,3,2,2,1,2,4,2,3,4,4,3,5,4,5,2,4,6,3,2,2,3,3,4,4,4,4,2,4,3,5,4,4,3,5,3,4,4,3,,,,,,1,5,2,10,1,2,1
1004001,5,1,37,45,2,3,2,4,3,3,3,4,4,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,5,4,3,2,4,2,4,2,3,4,4,2,2,1,2,2,2,3,4,2,3,2,3,2,1,2,2,2,1,7,2,10,1,2,1
1004001,5,1,37,49,2,2,,3,2,1,1,1,3,4,2,3,4,5,4,3,4,3,3,2,3,3,2,2,4,5,2,4,4,4,5,4,4,4,4,1,2,2,3,4,4,3,5,4,4,3,3,2,1,4,4,4,2,7,2,10,1,2,1
1004001,3,1,37,45,2,1,2,2,2,2,1,1,1,2,3,2,4,2,3,3,2,3,5,4,5,3,5,4,5,5,3,3,4,3,3,3,2,2,2,2,2,2,2,3,1,2,4,2,3,2,3,,1,2,2,2,2,4,1,11,1,2,1
1004001,1,1,37,37,2,4,4,2,2,1,1,2,2,2,2,2,4,3,4,4,3,3,5,4,3,3,4,3,3,4,2,3,3,3,2,,,,2,2,2,2,3,4,3,3,2,2,3,3,3,2,2,,,,1,7,2,11,1,2,1
1004001,3,1,38,38,2,3,1,3,1,1,1,2,4,3,2,2,2,3,4,2,2,4,5,5,5,4,5,4,4,2,1,2,2,2,2,2,2,3,3,3,3,2,3,2,2,2,3,3,3,2,3,3,1,2,2,2,1,5,2,7,3,2,1
1004001,2,1,37,40,4,4,2,4,2,1,1,2,1,2,2,2,3,3,2,2,2,4,5,4,5,5,5,4,4,3,3,1,1,1,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,3,,,,,,2,4,2,8,3,2,1
1004001,2,1,40,36,4,4,2,4,3,1,2,2,4,3,2,2,2,3,2,2,2,5,4,4,5,5,5,3,3,4,1,1,1,2,2,2,3,2,2,2,3,2,4,3,2,2,2,2,2,2,3,,1,3,4,3,1,5,2,8,3,2,1
1004001,4,1,37,41,1,2,2,3,1,1,1,1,2,2,3,2,3,3,3,2,2,2,3,3,3,3,4,4,4,3,2,3,2,3,3,3,4,3,3,3,2,2,3,3,3,3,3,2,3,2,3,,,,,,1,6,2,9,3,2,1
1004001,4,1,37,39,1,2,2,2,2,2,2,2,3,3,2,2,1,3,2,3,2,3,3,4,4,3,4,4,4,4,1,3,3,2,3,3,4,3,2,3,3,3,3,3,3,4,3,3,3,3,3,2,2,,,,1,5,2,10,3,2,1
1004001,3,1,37,40,2,4,1,1,2,3,2,3,2,1,1,1,1,2,1,1,2,5,5,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,2,5,2,1,1,1,1,1,1,1,1,1,2,,5,1,1,2,1,5,2,6,17,2,1
